vin,year,make,model,trim,body,transmission,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
5uxfe43559l266490,2009,BMW,X5,xDrive30i,SUV,automatic,pa,3.0,68097.0,black,black,west herr auto exchange inc,19100.0,18700.0,Wed Feb 25 2015 09:30:00 GMT-0800 (PST)
wbanv93509c133692,2009,BMW,5 Series,535i xDrive,Sedan,,pa,44.0,104134.0,silver,blue,adcock brothers inc,12650.0,13400.0,Fri Feb 06 2015 01:00:00 GMT-0800 (PST)
5uxfe43569l265994,2009,BMW,X5,xDrive30i,SUV,,pa,42.0,59803.0,black,black,big tree auto brokers,20400.0,20200.0,Fri Feb 06 2015 01:00:00 GMT-0800 (PST)
wbakb83599cy58083,2009,BMW,7 Series,750Li,Sedan,automatic,nj,21.0,75072.0,black,black,financial services remarketing (lease),26300.0,23250.0,Wed Feb 11 2015 01:30:00 GMT-0800 (PST)
wbaka83529cy35344,2009,BMW,7 Series,750i,sedan,,pa,19.0,67070.0,white,beige,easterns automotive group,22900.0,24100.0,Fri Jun 05 2015 02:00:00 GMT-0700 (PDT)
5uxfe43569l267132,2009,BMW,X5,xDrive30i,suv,automatic,ca,42.0,79696.0,black,black,stg auto group,17400.0,19500.0,Wed Jun 03 2015 05:00:00 GMT-0700 (PDT)
wbaph73549a173547,2009,BMW,3 Series,328i,Sedan,automatic,fl,43.0,66363.0,red,black,tdaf remarketing,12450.0,14000.0,Tue May 26 2015 02:00:00 GMT-0700 (PDT)
wbawc33579pu84860,2009,BMW,3 Series,328i xDrive,coupe,automatic,tn,42.0,71042.0,gray,gray,ron wilson ford tradewinds inc,13500.0,14500.0,Wed Jun 17 2015 03:30:00 GMT-0700 (PDT)
wbanv13569c154581,2009,BMW,5 Series,528i xDrive,sedan,automatic,ga,22.0,78719.0,brown,gray,santander consumer,14800.0,14000.0,Tue Jun 09 2015 02:30:00 GMT-0700 (PDT)
wbanv135x9c152879,2009,BMW,5 Series,528i xDrive,sedan,,pa,46.0,106044.0,gray,black,r hollenshead auto sales inc,11400.0,11600.0,Fri Jun 05 2015 02:00:00 GMT-0700 (PDT)
wbawb33519p137320,2009,BMW,3 Series,328i,Coupe,automatic,fl,25.0,58384.0,black,black,financial services remarketing (lease),13550.0,13600.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
wbanv93599c134002,2009,BMW,5 Series,535i xDrive,Sedan,automatic,nv,37.0,55825.0,gray,—,financial services remarketing (repos),18200.0,17000.0,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
wbawr33539p154955,2009,BMW,3 Series,328i,Convertible,automatic,nv,35.0,63727.0,black,black,financial services remarketing (repos),15700.0,17000.0,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
wbaph53509a435312,2009,BMW,3 Series,328i,Sedan,automatic,ca,36.0,85665.0,black,black,bmw of murrieta,10950.0,12500.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
wbawb73589p046939,2009,BMW,3 Series,335i,Coupe,automatic,ca,38.0,59982.0,black,black,ecars,17800.0,18250.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
wbanu53539c118566,2009,BMW,5 Series,528i,Sedan,automatic,ga,27.0,126880.0,white,beige,lenders option corporation,9675.0,8500.0,Tue Dec 23 2014 13:00:00 GMT-0800 (PST)
wbawb33509p137289,2009,BMW,3 Series,328i,Coupe,automatic,pa,42.0,19385.0,blue,black,bmw of silver spring,15950.0,16000.0,Tue Dec 23 2014 09:00:00 GMT-0800 (PST)
wbaph77539nl85245,2009,BMW,3 Series,328i,Sedan,,fl,41.0,82087.0,blue,gray,remarketing by ge/flagship credit acceptance,11200.0,10200.0,Tue Dec 23 2014 11:15:00 GMT-0800 (PST)
wbakb83599cy60822,2009,BMW,7 Series,750Li,Sedan,automatic,fl,19.0,80789.0,white,beige,transworld auto finance & leasing,24100.0,22400.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
5uxfe435x9l262516,2009,BMW,X5,xDrive30i,SUV,automatic,ca,35.0,112321.0,white,black,prestige auto wholesale inc,14800.0,16750.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
wbxpc93449wj30322,2009,BMW,X3,xDrive30i,SUV,automatic,ma,41.0,53918.0,blue,brown,bmw gallery,15600.0,16000.0,Tue Dec 23 2014 10:00:00 GMT-0800 (PST)
wbapk73519a455517,2009,BMW,3 Series,328i xDrive,Sedan,,qc,39.0,25425.0,gray,gray,ari,16450.0,13100.0,Tue Dec 23 2014 10:00:00 GMT-0800 (PST)
wbaph57579nm32698,2009,BMW,3 Series,328i,Sedan,automatic,ca,32.0,68564.0,white,black,financial services remarketing (lease),12050.0,11750.0,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
wbanw53509ct55834,2009,BMW,5 Series,550i,Sedan,automatic,ga,19.0,71017.0,black,black,bmw mini of south atlanta,17400.0,17000.0,Tue Dec 30 2014 13:10:00 GMT-0800 (PST)
wbanw13559c161759,2009,BMW,5 Series,535i,Sedan,automatic,ca,42.0,99465.0,white,brown,aaero sweet company,11000.0,13500.0,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
5uxfe83579l310061,2009,BMW,X5,xDrive48i,SUV,automatic,il,45.0,46698.0,blue,tan,laurel bmw of westmont,25000.0,22500.0,Tue Dec 23 2014 10:00:00 GMT-0800 (PST)
5uxfg43549l223902,2009,BMW,X6,xDrive35i,suv,automatic,fl,33.0,76821.0,beige,beige,fields bmw,26900.0,25200.0,Tue Jun 16 2015 02:10:00 GMT-0700 (PDT)
wbakb83549cy58184,2009,BMW,7 Series,750Li,Sedan,automatic,ca,19.0,79245.0,gray,black,myrddin fleet services,24000.0,22500.0,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
wbawb73599p046125,2009,BMW,3 Series,335i,coupe,automatic,ca,39.0,85813.0,white,black,motor city lexus of bakersfield,13250.0,15100.0,Tue Jun 16 2015 05:30:00 GMT-0700 (PDT)
5uxfe43529l261831,2009,BMW,X5,xDrive30i,suv,automatic,fl,3.0,92211.0,black,black,flag/reeves import motorca,15550.0,16200.0,Wed Jun 17 2015 03:05:00 GMT-0700 (PDT)
wbalm53549e376994,2009,BMW,Z4,sDrive30i,Convertible,automatic,ga,37.0,55213.0,black,black,flag/ald motors inc,21400.0,22400.0,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
wbawl13549px26816,2009,BMW,3 Series,328i,Convertible,automatic,fl,26.0,52344.0,gray,gray,mercedes-benz of coconut creek,16800.0,16800.0,Tue Feb 24 2015 01:15:00 GMT-0800 (PST)
wbakb83589cy57992,2009,BMW,7 Series,750Li,sedan,automatic,ca,4.0,81477.0,gray,beige,bmw of riverside,22800.0,20750.0,Tue Jun 16 2015 05:30:00 GMT-0700 (PDT)
wbawl73579p180127,2009,BMW,3 Series,335i,Convertible,automatic,ga,19.0,117348.0,black,beige,georgia united credit union,11600.0,10700.0,Tue Feb 24 2015 05:00:00 GMT-0800 (PST)
wbawl73539p179959,2009,BMW,3 Series,335i,Convertible,automatic,ga,24.0,50829.0,black,beige,nalley bmw,17850.0,18900.0,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
wbawb33529p138458,2009,BMW,3 Series,328i,coupe,automatic,tx,42.0,73698.0,white,beige,pro financial inc,12900.0,14000.0,Wed May 27 2015 03:20:00 GMT-0700 (PDT)
wbaph77589nm45827,2009,BMW,3 Series,328i,sedan,automatic,ga,41.0,57593.0,black,black,t. james motorsports llc,13000.0,14000.0,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
wbawb33579p135927,2009,BMW,3 Series,328i,coupe,automatic,md,33.0,86220.0,black,brown,kar motors inc,12500.0,12300.0,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
5uxfe43509l260774,2009,BMW,X5,xDrive30i,SUV,automatic,ga,42.0,81069.0,black,beige,wells fargo dealer services,17550.0,17300.0,Thu Jan 08 2015 02:00:00 GMT-0800 (PST)
5uxfe43599l261258,2009,BMW,X5,xDrive30i,SUV,automatic,ca,44.0,54751.0,black,black,symbolic motor cars,21100.0,21500.0,Tue Jan 06 2015 04:30:00 GMT-0800 (PST)
5uxfe83559l310060,2009,BMW,X5,xDrive48i,SUV,automatic,nj,39.0,75152.0,beige,brown,mercedes benz of freehold,20900.0,19400.0,Wed Jan 28 2015 01:30:00 GMT-0800 (PST)
5uxfe83569l169080,2009,BMW,X5,xDrive48i,SUV,automatic,ca,49.0,77241.0,black,tan,bmw of murrieta,20300.0,21250.0,Tue Jan 20 2015 04:30:00 GMT-0800 (PST)
5uxfe43539l269095,2009,BMW,X5,xDrive30i,SUV,automatic,mo,44.0,70351.0,black,tan,michael riggio auto sales,18250.0,19000.0,Tue Jan 20 2015 03:00:00 GMT-0800 (PST)
wbakb83539cy58810,2009,BMW,7 Series,750Li,Sedan,automatic,nj,35.0,47769.0,blue,gray,royalton auto enterprises inc,28200.0,27400.0,Wed Feb 25 2015 01:30:00 GMT-0800 (PST)
wbaph77539nm47551,2009,BMW,3 Series,328i,sedan,automatic,fl,4.0,53100.0,silver,black,audi pembroke pines,13800.0,13500.0,Fri Jun 19 2015 02:35:00 GMT-0700 (PDT)
wbapl33599a404417,2009,BMW,3 Series,335i xDrive,sedan,,pa,41.0,40203.0,white,brown,r hollenshead auto sales inc,18650.0,19000.0,Fri Jun 19 2015 02:00:00 GMT-0700 (PDT)
wbapk73589a457409,2009,BMW,3 Series,328i xDrive,Sedan,automatic,mo,36.0,32504.0,gray,tan,hendrick lexus kansas city,16700.0,15600.0,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
wbapm77549nl88456,2009,BMW,3 Series,335i,Sedan,automatic,fl,22.0,116104.0,red,beige,financial services remarketing (lease),12200.0,8600.0,Thu Jan 08 2015 01:50:00 GMT-0800 (PST)
5uxfe83529l170307,2009,BMW,X5,xDrive48i,SUV,automatic,ny,37.0,98521.0,black,black,adk auto brokers inc,17200.0,16100.0,Thu Jan 08 2015 09:45:00 GMT-0800 (PST)
wbanw13579c162590,2009,BMW,5 Series,535i,Sedan,automatic,tx,4.0,68562.0,blue,tan,bmw of arlington,16300.0,16600.0,Thu Jan 08 2015 11:00:00 GMT-0800 (PST)
wbapk53559a511365,2009,BMW,3 Series,328i xDrive,Sedan,,pa,35.0,85554.0,blue,red,r hollenshead auto sales inc,12100.0,10100.0,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
wbapm73579e191870,2009,BMW,3 Series,335i,Sedan,automatic,fl,37.0,55588.0,silver,black,audi pembroke pines,15950.0,17100.0,Fri Jan 09 2015 09:35:00 GMT-0800 (PST)
5uxfe43529l263854,2009,BMW,X5,xDrive30i,SUV,automatic,nc,37.0,117797.0,silver,gray,rick hendrick city chevrolet,13550.0,12100.0,Wed Jan 07 2015 14:30:00 GMT-0800 (PST)
wbawl13549px25553,2009,BMW,3 Series,328i,Convertible,automatic,fl,25.0,51841.0,white,brown,santander consumer,17200.0,15700.0,Thu Jan 08 2015 09:30:00 GMT-0800 (PST)
wbapk53509a509846,2009,BMW,3 Series,328i xDrive,Sedan,,nj,41.0,85180.0,red,gray,bmw of freehold,12550.0,11300.0,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
wbawl13579px23554,2009,BMW,3 Series,328i,Convertible,,ga,29.0,106365.0,gray,black,chris car brokers llc,11950.0,12700.0,Thu Jan 22 2015 02:00:00 GMT-0800 (PST)
wbanu53519c122535,2009,BMW,5 Series,528i,Sedan,automatic,fl,26.0,127247.0,black,black,financial services remarketing (lease),8850.0,8900.0,Thu Jan 08 2015 01:50:00 GMT-0800 (PST)
wbakb83589cy60830,2009,BMW,7 Series,750Li,sedan,automatic,tx,35.0,64742.0,white,beige,manheim houston,26000.0,21750.0,Tue Jun 02 2015 03:05:00 GMT-0700 (PDT)
wbawl73539p179279,2009,BMW,3 Series,335i,convertible,automatic,az,31.0,82419.0,black,brown,peoria volkswagen,14900.0,14250.0,Thu Jun 11 2015 05:00:00 GMT-0700 (PDT)
wbapk53599a643996,2009,BMW,3 Series,328i xDrive,Sedan,,pa,19.0,74486.0,black,tan,jpmorgan chase bank n.a.,13150.0,9200.0,Fri Jan 09 2015 00:29:00 GMT-0800 (PST)
5uxfe43519l272965,2009,BMW,X5,xDrive30i,SUV,automatic,ca,49.0,59342.0,white,black,mckenna audi/mckenna bmw,20600.0,21750.0,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
wbawv13539p122751,2009,BMW,3 Series,328i,Coupe,automatic,ca,35.0,33702.0,black,black,high bid trading co inc,15900.0,18200.0,Wed Jan 07 2015 12:15:00 GMT-0800 (PST)
wbawl13579px23988,2009,BMW,3 Series,328i,Convertible,automatic,tx,35.0,86755.0,silver,black,pm standley motorcars,13650.0,11500.0,Wed Jan 07 2015 10:20:00 GMT-0800 (PST)
wbaph57509nm33515,2009,BMW,3 Series,328i,Sedan,automatic,ca,43.0,78250.0,white,beige,aaero sweet company,11350.0,14500.0,Wed Jan 14 2015 04:15:00 GMT-0800 (PST)
wbanu535x9c122324,2009,BMW,5 Series,528i,Sedan,automatic,ca,33.0,74007.0,gray,black,high bid trading co inc,14050.0,12300.0,Wed Jan 07 2015 12:15:00 GMT-0800 (PST)
wbanu53599c123562,2009,BMW,5 Series,528i,Sedan,automatic,fl,37.0,72484.0,white,brown,lauderdale imports ltd bmw pembrok pines,13950.0,17100.0,Fri Jan 09 2015 09:35:00 GMT-0800 (PST)
wbaka83569cy34813,2009,BMW,7 Series,750i,Sedan,automatic,tx,34.0,73856.0,black,black,pm standley motorcars,23700.0,23900.0,Wed Jan 07 2015 10:20:00 GMT-0800 (PST)
wbaph77519nm27329,2009,BMW,3 Series,328i,Sedan,automatic,pr,35.0,58727.0,blue,brown,financial services remarketing (land rovers),12850.0,13900.0,Thu Jan 08 2015 00:00:00 GMT-0800 (PST)
wbaph735x9a173178,2009,BMW,3 Series,328i,sedan,automatic,nj,19.0,99068.0,blue,beige,dch toyota city,10350.0,8100.0,Wed May 27 2015 02:30:00 GMT-0700 (PDT)
wbswd93539p361035,2009,BMW,M3,Base,coupe,automatic,fl,46.0,75317.0,gray,black,bmw of mobile,27700.0,27700.0,Tue May 26 2015 03:30:00 GMT-0700 (PDT)
wbapl33569a405475,2009,BMW,3 Series,335i xDrive,sedan,automatic,ga,35.0,98491.0,white,brown,flag/reeves import motorca,13050.0,14600.0,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
wbaph53529a435814,2009,BMW,3 Series,328i,sedan,automatic,ca,34.0,54431.0,blue,beige,sullivan luxury cars llc,13650.0,12500.0,Wed Jun 03 2015 05:30:00 GMT-0700 (PDT)
wbxpc93429wj30285,2009,BMW,X3,xDrive30i,suv,automatic,oh,46.0,134046.0,black,tan,crown motor co inc,9625.0,9500.0,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
wbakb83559cy62020,2009,BMW,7 Series,750Li,Sedan,automatic,fl,41.0,84912.0,silver,beige,mmg finance llc,23600.0,25100.0,Tue Jan 20 2015 01:15:00 GMT-0800 (PST)
5uxfe43559l038540,2009,BMW,X5,xDrive30i,SUV,,pa,4.0,86503.0,black,black,adcock brothers inc,16600.0,17750.0,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
wbawc33509pu83369,2009,BMW,3 Series,328i xDrive,Coupe,,pa,42.0,39708.0,black,—,r hollenshead auto sales inc,16750.0,16200.0,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
5uxfe83539l308680,2009,BMW,X5,xDrive48i,SUV,automatic,il,23.0,87397.0,black,tan,chrysler capital,16950.0,17200.0,Tue Mar 03 2015 02:00:00 GMT-0800 (PST)
wbawc33599pu83340,2009,BMW,3 Series,328i xDrive,Coupe,automatic,pa,27.0,62278.0,black,black,afs acceptance llc,14050.0,13800.0,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
5uxfe83599l169686,2009,BMW,X5,xDrive48i,SUV,automatic,mo,45.0,93660.0,white,beige,autohaus bmw,17700.0,18100.0,Tue Jan 13 2015 11:00:00 GMT-0800 (PST)
5uxfg83599lz92323,2009,BMW,X6,xDrive50i,SUV,automatic,tn,29.0,64365.0,black,tan,essen motor company inc,28500.0,25500.0,Wed Feb 25 2015 02:30:00 GMT-0800 (PST)
5uxfe43589l269867,2009,BMW,X5,xDrive30i,SUV,automatic,nj,43.0,88713.0,white,beige,bmw of freehold,16400.0,17700.0,Wed Jan 21 2015 01:30:00 GMT-0800 (PST)
wbawv13519p123414,2009,BMW,3 Series,328i,Coupe,automatic,ca,19.0,97070.0,black,black,autonet trading,12300.0,11800.0,Wed Mar 04 2015 04:30:00 GMT-0800 (PST)
5uxfe83599l169297,2009,BMW,X5,xDrive48i,SUV,automatic,fl,35.0,67250.0,black,black,lauderdale imports ltd bmw pembrok pines,19250.0,21600.0,Wed Jul 01 2015 06:05:00 GMT-0700 (PDT)
5uxff03569lj96293,2009,BMW,X5,xDrive35d,SUV,automatic,ga,35.0,141425.0,white,tan,pye auto sales,12200.0,13000.0,Thu Feb 12 2015 02:00:00 GMT-0800 (PST)
wbanu53509c118475,2009,BMW,5 Series,528i,Sedan,automatic,ca,31.0,142541.0,silver,black,premium auto wholesale,8950.0,8700.0,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
wbaph53599a435714,2009,BMW,3 Series,328i,Sedan,automatic,ca,31.0,76875.0,gray,black,apexcars net,11900.0,12500.0,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
wbanu53519c121482,2009,BMW,5 Series,528i,Sedan,automatic,ca,36.0,72029.0,silver,gray,century dealer services corp,13750.0,15000.0,Wed Feb 25 2015 04:00:00 GMT-0800 (PST)
wbakb83519cy58336,2009,BMW,7 Series,750Li,Sedan,,ga,19.0,104713.0,black,beige,national auto lenders inc,22000.0,24700.0,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
wbaph77549nm31553,2009,BMW,3 Series,328i,Sedan,automatic,ma,19.0,160551.0,beige,black,capital one auto finance,8275.0,6000.0,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
wbakb83519cy60345,2009,BMW,7 Series,750Li,Sedan,automatic,ca,4.0,57028.0,gray,black,penegon mission viejo inc,27200.0,28250.0,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
wbaph53559a435757,2009,BMW,3 Series,328i,Sedan,automatic,ca,27.0,92232.0,silver,black,phillips auto brokerage,10550.0,11000.0,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
wbaph77569nm31022,2009,BMW,3 Series,328i,Sedan,automatic,fl,26.0,76798.0,gray,black,financial services remarketing (lease),11650.0,9900.0,Thu Jan 08 2015 01:50:00 GMT-0800 (PST)
wbawc73559e068776,2009,BMW,3 Series,335i xDrive,Coupe,automatic,wa,34.0,69266.0,gray,black,horizon ford,15650.0,17700.0,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
5uxfg43589l222574,2009,BMW,X6,xDrive35i,SUV,automatic,ga,38.0,66012.0,gray,black,global imports,28500.0,26000.0,Thu Jan 08 2015 10:00:00 GMT-0800 (PST)
wbaph77569nm47012,2009,BMW,3 Series,328i,Sedan,automatic,fl,39.0,26948.0,red,beige,financial services remarketing (lease),15250.0,14200.0,Thu Jan 08 2015 01:50:00 GMT-0800 (PST)
wbawr33529p461047,2009,BMW,3 Series,328i,Convertible,automatic,ca,36.0,60738.0,white,tan,walters auto sales/service inc,16050.0,19250.0,Wed Feb 25 2015 04:15:00 GMT-0800 (PST)
wbakb835x9cy60019,2009,BMW,7 Series,750Li,Sedan,,pa,43.0,33837.0,beige,beige,r hollenshead auto sales inc,29700.0,28500.0,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
wbakb83559cy57870,2009,BMW,7 Series,750Li,Sedan,automatic,mo,33.0,96315.0,black,black,tdaf remarketing,22300.0,25750.0,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
5uxfe43529l260761,2009,BMW,X5,xDrive30i,SUV,automatic,ca,35.0,47658.0,black,black,audi of downtown l a,21100.0,22250.0,Wed Jan 28 2015 04:15:00 GMT-0800 (PST)
wbawc73569e269859,2009,BMW,3 Series,335i xDrive,Coupe,automatic,pa,43.0,62061.0,white,beige,bergeys chrysler jeep dodge,16100.0,15900.0,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
wbanu53519c120221,2009,BMW,5 Series,528i,Sedan,automatic,ga,28.0,142864.0,gray,black,wells fargo dealer services,8950.0,8200.0,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
5uxfe435x9l272947,2009,BMW,X5,xDrive30i,SUV,automatic,ga,26.0,94897.0,red,tan,financial services remarketing (lease),15600.0,14500.0,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
5uxfe43559l261094,2009,BMW,X5,xDrive30i,SUV,automatic,il,24.0,90808.0,black,black,perillo bmw inc,16200.0,15900.0,Thu Mar 05 2015 02:00:00 GMT-0800 (PST)
wbaph73529a174194,2009,BMW,3 Series,328i,Sedan,automatic,ga,34.0,56323.0,gray,black,cameron motor sports,13300.0,12800.0,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
wbanw13569c161947,2009,BMW,5 Series,535i,sedan,automatic,ca,37.0,42971.0,gray,black,elite auto sales/leasing,16000.0,18000.0,Wed Jun 03 2015 05:30:00 GMT-0700 (PDT)
wbawl73579p181584,2009,BMW,3 Series,335i,convertible,automatic,co,43.0,27888.0,black,brown,us bank,21000.0,23900.0,Tue Jun 09 2015 05:00:00 GMT-0700 (PDT)
wbanw13579c162248,2009,BMW,5 Series,535i,Sedan,automatic,ca,46.0,79036.0,black,black,skyhigh remarketing inc,14800.0,15250.0,Wed Feb 25 2015 04:00:00 GMT-0800 (PST)
wbawl13589px24129,2009,BMW,3 Series,328i,convertible,automatic,ga,37.0,90704.0,white,—,flag/reeves import motorca,14800.0,17000.0,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
wbanw53529ct55589,2009,BMW,5 Series,550i,sedan,,pa,34.0,60702.0,blue,tan,towne ford lincoln mazda hyundai,19200.0,20800.0,Thu May 28 2015 02:30:00 GMT-0700 (PDT)
wbawl13539px23521,2009,BMW,3 Series,328i,convertible,automatic,ga,43.0,70591.0,black,beige,bill hancock motors,16250.0,17000.0,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
wbanw13509c163564,2009,BMW,5 Series,535i,sedan,automatic,pa,37.0,64124.0,black,tan,wholesale outlet inc,16000.0,15100.0,Fri Jun 19 2015 02:30:00 GMT-0700 (PDT)
5uxfe43529l271968,2009,BMW,X5,xDrive30i,SUV,automatic,nc,38.0,75869.0,black,brown,national automotive group inc,18400.0,19300.0,Mon Feb 09 2015 01:00:00 GMT-0800 (PST)
wbapk53539a509890,2009,BMW,3 Series,328i xDrive,Sedan,automatic,pa,27.0,76169.0,—,beige,r hollenshead auto sales inc,12100.0,12000.0,Fri Feb 06 2015 01:00:00 GMT-0800 (PST)
5uxfe83559l168874,2009,BMW,X5,xDrive48i,SUV,,pa,43.0,72073.0,silver,black,r hollenshead auto sales inc,21100.0,19500.0,Fri Feb 06 2015 01:00:00 GMT-0800 (PST)
wbawb73549p044685,2009,BMW,3 Series,335i,Coupe,automatic,tx,43.0,37182.0,silver,black,texas direct auto,19400.0,18300.0,Wed Feb 11 2015 02:20:00 GMT-0800 (PST)
wbaph77579nl84521,2009,BMW,3 Series,328i,Sedan,automatic,fl,32.0,78991.0,silver,black,autonation honda sanford,11050.0,10500.0,Tue Feb 10 2015 01:15:00 GMT-0800 (PST)
wbanv13509c155757,2009,BMW,5 Series,528i xDrive,Sedan,automatic,wi,1.0,88767.0,black,gray,financial services remarketing (lease),12700.0,3100.0,Wed Feb 11 2015 01:00:00 GMT-0800 (PST)
wbanv93589c132385,2009,BMW,5 Series,535i xDrive,Sedan,automatic,mn,47.0,65809.0,black,tan,select lane,16500.0,18250.0,Wed Feb 11 2015 02:30:00 GMT-0800 (PST)
wbawc73549e270332,2009,BMW,3 Series,335i xDrive,Coupe,,pa,41.0,78262.0,white,gray,melvin g rhoades auto sales llc,14450.0,15600.0,Fri Feb 06 2015 01:15:00 GMT-0800 (PST)
wbawl73599p181988,2009,BMW,3 Series,335i,Convertible,,pa,3.0,20246.0,gray,beige,bmw of manhattan inc,21400.0,18500.0,Fri Feb 06 2015 01:00:00 GMT-0800 (PST)
wbaph77599nm28714,2009,BMW,3 Series,328i,Sedan,automatic,nj,4.0,47743.0,blue,gray,bmw of mount laurel,13050.0,14600.0,Wed Feb 11 2015 01:30:00 GMT-0800 (PST)
wbawr33559p460555,2009,BMW,3 Series,328i,Convertible,automatic,ca,41.0,47030.0,black,black,high bid trading co inc,17400.0,19750.0,Wed Jan 07 2015 12:15:00 GMT-0800 (PST)
wbanw13559c162099,2009,BMW,5 Series,535i,Sedan,automatic,ca,37.0,84822.0,black,black,high bid trading co inc,14050.0,15000.0,Wed Feb 25 2015 04:15:00 GMT-0800 (PST)
wbawr33589p343195,2009,BMW,3 Series,328i,Convertible,automatic,ca,26.0,37476.0,black,black,financial services remarketing (lease),18000.0,18250.0,Wed Mar 04 2015 04:30:00 GMT-0800 (PST)
5uxfe43569l274842,2009,BMW,X5,xDrive30i,SUV,automatic,ga,38.0,107868.0,silver,gray,innovative auto llc,13600.0,13100.0,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
wbaph53549a437113,2009,BMW,3 Series,328i,Sedan,automatic,ca,29.0,74580.0,white,gray,aaero sweet company,12050.0,14000.0,Wed Feb 25 2015 04:00:00 GMT-0800 (PST)
wbahn835x8dt87474,2008,BMW,7 Series,750Li,Sedan,automatic,nj,27.0,115186.0,gray,black,paramus ford inc,12900.0,12900.0,Wed Jan 21 2015 01:30:00 GMT-0800 (PST)
wbawb73588p155769,2008,BMW,3 Series,335i,Coupe,manual,fl,19.0,90718.0,blue,black,national auto lenders inc,12400.0,10800.0,Wed Feb 11 2015 01:05:00 GMT-0800 (PST)
wbahn83558dt79038,2008,BMW,7 Series,750Li,sedan,automatic,mo,36.0,80712.0,gray,black,tdaf remarketing,14950.0,15000.0,Tue Jul 07 2015 07:30:00 GMT-0700 (PDT)
wbaun93588vf56134,2008,BMW,1 Series,135i,Convertible,automatic,ca,33.0,96344.0,red,black,autonet trading,12500.0,13000.0,Wed Jul 08 2015 09:30:00 GMT-0700 (PDT)
wbava33548kx84630,2008,BMW,3 Series,328i,Sedan,automatic,fl,37.0,106209.0,black,black,lauderdale imports ltd bmw pembrok pines,8425.0,8900.0,Fri Jan 23 2015 01:35:00 GMT-0800 (PST)
wbanu53518ct15377,2008,BMW,5 Series,528i,sedan,,pa,33.0,112631.0,black,black,r hollenshead auto sales inc,9125.0,8900.0,Fri Jun 19 2015 02:00:00 GMT-0700 (PDT)
wbanw53558ct54516,2008,BMW,5 Series,550i,sedan,,pa,35.0,103043.0,white,black,jersey motors inc,11650.0,12700.0,Fri Jun 19 2015 02:00:00 GMT-0700 (PDT)
wbanw53578ct52332,2008,BMW,5 Series,550i,sedan,,pa,42.0,87717.0,—,black,r hollenshead auto sales inc,13100.0,15400.0,Fri Jun 19 2015 02:00:00 GMT-0700 (PDT)
wbxpc93408wj11023,2008,BMW,X3,3.0si,suv,,pa,4.0,105133.0,silver,black,tsj auto brokers inc,9725.0,10400.0,Fri Jun 19 2015 02:15:00 GMT-0700 (PDT)
wbava375x8nl46526,2008,BMW,3 Series,328i,sedan,automatic,fl,36.0,99289.0,black,black,david j leahy jr,8475.0,7500.0,Thu Jun 18 2015 08:30:00 GMT-0700 (PDT)
wbawl73578px43529,2008,BMW,3 Series,335i,convertible,manual,pa,42.0,112362.0,gray,red,r hollenshead auto sales inc,12550.0,12900.0,Fri Jun 19 2015 02:00:00 GMT-0700 (PDT)
