vin,year,make,model,trim,body,transmission,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
wbaxg5c57cdw24998,2012,BMW,5 Series,528i,Sedan,automatic,ca,46.0,34652.0,black,tan,financial services remarketing (lease),29100.0,28500.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbakg7c51ce802310,2012,BMW,3 Series,335i,Coupe,automatic,ca,36.0,35859.0,black,black,financial services remarketing (lease),30200.0,28900.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbaxg5c50cdw92544,2012,BMW,5 Series,528i,Sedan,automatic,ca,38.0,55684.0,black,black,financial services remarketing (lease),25000.0,26500.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbaxg5c56cdx06270,2012,BMW,5 Series,528i,Sedan,,fl,36.0,50672.0,white,—,financial services remarketing (lease),26000.0,25000.0,Wed Jan 28 2015 01:40:00 GMT-0800 (PST)
wbaxg5c58cdx02804,2012,BMW,5 Series,528i,Sedan,automatic,ca,46.0,25621.0,blue,gray,financial services remarketing (lease),30900.0,30500.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbaut9c51ca192318,2012,BMW,3 Series,328i,Wagon,automatic,ca,42.0,31439.0,blue,—,financial services remarketing (lease),25600.0,25750.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbaxg5c57cdx04026,2012,BMW,5 Series,528i,Sedan,automatic,ca,41.0,46143.0,white,black,financial services remarketing (lease),26900.0,28000.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbake5c58ce756131,2012,BMW,3 Series,328i,Coupe,automatic,ca,44.0,24806.0,gray,—,financial services remarketing (lease),22700.0,22250.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbaxh5c54cdw07721,2012,BMW,5 Series,528i xDrive,Sedan,automatic,ca,44.0,34877.0,gray,gray,financial services remarketing (lease),28900.0,28400.0,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
wbaxg5c56cdx04907,2012,BMW,5 Series,528i,Sedan,automatic,ca,47.0,42722.0,gray,gray,financial services remarketing (lease),27200.0,26000.0,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
wba3a5c58cf340431,2012,BMW,3 Series,328i,Sedan,automatic,ca,41.0,21021.0,black,—,financial services remarketing (lease),28200.0,27500.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbaxg5c56cdw24555,2012,BMW,5 Series,528i,Sedan,automatic,ca,47.0,12574.0,black,black,financial services remarketing (lease),33400.0,33250.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbadw7c57ce728905,2012,BMW,3 Series,328i,Convertible,automatic,ca,37.0,19084.0,silver,red,financial services remarketing (lease),29500.0,28500.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbaxg5c50cdx05499,2012,BMW,5 Series,528i,Sedan,automatic,ca,48.0,27451.0,blue,gray,financial services remarketing (lease),30500.0,29500.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbasn2c59cc202378,2012,BMW,5 Series Gran Turismo,535i,Hatchback,automatic,ca,47.0,22616.0,white,black,financial services remarketing (lease),34800.0,35900.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbafr7c51cc813458,2012,BMW,5 Series,535i,Sedan,automatic,ca,42.0,22855.0,black,black,financial services remarketing (lease),36600.0,35000.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbaxh5c58cdw09066,2012,BMW,5 Series,528i xDrive,Sedan,automatic,ca,35.0,67896.0,blue,—,financial services remarketing (lease),24500.0,22500.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbaxg5c59cdw66489,2012,BMW,5 Series,528i,Sedan,automatic,ca,48.0,30435.0,white,black,financial services remarketing (lease),29900.0,30000.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbake5c5xce755773,2012,BMW,3 Series,328i,Coupe,automatic,ca,42.0,34810.0,gray,gray,financial services remarketing (lease),21900.0,24250.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbadx7c55ce744680,2012,BMW,3 Series,335i,Convertible,automatic,ca,46.0,33149.0,gray,brown,financial services remarketing (lease),30800.0,32250.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbaxg5c51cdx03941,2012,BMW,5 Series,528i,Sedan,automatic,ca,49.0,29379.0,black,black,financial services remarketing (lease),30100.0,30750.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbaxh5c56cdw05680,2012,BMW,5 Series,528i xDrive,Sedan,automatic,ca,42.0,20234.0,black,black,financial services remarketing (lease),32100.0,31750.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbakg7c52ce802347,2012,BMW,3 Series,335i,Coupe,automatic,ca,44.0,42165.0,black,—,financial services remarketing (lease),29900.0,29500.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbaxg5c53cdw85474,2012,BMW,5 Series,528i,Sedan,automatic,ca,46.0,29977.0,gray,black,financial services remarketing (lease),29100.0,27700.0,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
wbaxh5c52cdw06017,2012,BMW,5 Series,528i xDrive,Sedan,automatic,ca,45.0,32686.0,white,beige,financial services remarketing (lease),30000.0,31250.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbaxg5c59cdw85611,2012,BMW,5 Series,528i,Sedan,automatic,ca,48.0,33223.0,white,black,financial services remarketing (lease),29400.0,27900.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbadx7c59ce744357,2012,BMW,3 Series,335i,Convertible,automatic,ca,44.0,9099.0,black,black,financial services remarketing (lease),33300.0,34500.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbaxg5c52cdw24049,2012,BMW,5 Series,528i,Sedan,automatic,ca,41.0,43264.0,gray,black,financial services remarketing (lease),27400.0,27500.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbaxg5c58cdx03144,2012,BMW,5 Series,528i,Sedan,automatic,ca,46.0,28132.0,black,black,financial services remarketing (lease),30400.0,30500.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbadw3c51ce821749,2012,BMW,3 Series,328i,Convertible,automatic,ca,41.0,35287.0,gray,black,financial services remarketing (lease),27100.0,27500.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbadx7c5xce744724,2012,BMW,3 Series,335i,Convertible,automatic,ca,34.0,28352.0,black,black,financial services remarketing (lease),32000.0,30300.0,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
wbadx1c51ce570782,2012,BMW,3 Series,335is,Convertible,automatic,ca,42.0,52168.0,gray,black,meridian remarketing,33000.0,30500.0,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
wbadw7c57ce728872,2012,BMW,3 Series,328i,Convertible,,ca,37.0,50764.0,black,black,financial services remarketing (lease),24900.0,25500.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbaxh5c57cdw04702,2012,BMW,5 Series,528i xDrive,Sedan,automatic,ca,46.0,20425.0,black,black,financial services remarketing (lease),32100.0,31000.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbadw7c55ce729860,2012,BMW,3 Series,328i,Convertible,automatic,ca,32.0,26701.0,gray,black,financial services remarketing (lease),28400.0,28000.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbaxg5c59cdw66136,2012,BMW,5 Series,528i,Sedan,automatic,ca,48.0,31205.0,black,black,financial services remarketing (lease),29800.0,30000.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbaxg5c51cdy28826,2012,BMW,5 Series,528i,Sedan,automatic,ca,44.0,36457.0,black,black,financial services remarketing (lease),28800.0,30900.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbaul7c50cvm83549,2012,BMW,1 Series,128i,Convertible,automatic,ca,43.0,11465.0,gray,beige,financial services remarketing (lease),25000.0,25000.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wba3a5c52cf257089,2012,BMW,3 Series,328i,Sedan,automatic,ca,38.0,25045.0,black,black,financial services remarketing (lease),24700.0,26750.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbaxg5c5xcdx03694,2012,BMW,5 Series,528i,Sedan,automatic,ca,48.0,27154.0,white,black,financial services remarketing (lease),30600.0,31750.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wba3a5c57cf259291,2012,BMW,3 Series,328i,Sedan,automatic,ca,4.0,43070.0,black,black,financial services remarketing (lease),22500.0,22000.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbafr7c57cc814548,2012,BMW,5 Series,535i,Sedan,automatic,ca,41.0,24466.0,gray,gray,financial services remarketing (lease),36300.0,35500.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbafr7c52cc809810,2012,BMW,5 Series,535i,Sedan,automatic,ca,43.0,24719.0,white,black,financial services remarketing (lease),36200.0,34400.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbaup9c51cvl91852,2012,BMW,1 Series,128i,Coupe,automatic,ca,45.0,26667.0,white,black,financial services remarketing (lease),19600.0,19500.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbaxg5c50cdx02828,2012,BMW,5 Series,528i,Sedan,automatic,ca,48.0,42944.0,white,black,financial services remarketing (lease),27500.0,28000.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbaup9c56cvl91846,2012,BMW,1 Series,128i,Coupe,automatic,ca,41.0,46396.0,gray,black,financial services remarketing (lease),16800.0,17100.0,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
wbaxg5c59cdw84569,2012,BMW,5 Series,528i,Sedan,automatic,ca,36.0,41968.0,white,—,financial services remarketing (lease),27700.0,27750.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbaun1c50cvr00370,2012,BMW,1 Series,128i,Convertible,automatic,ca,43.0,22423.0,white,—,financial services remarketing (lease),23900.0,24250.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbaun1c56cvh84434,2012,BMW,1 Series,128i,Convertible,automatic,ca,38.0,44287.0,black,—,financial services remarketing (lease),21000.0,21000.0,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
wbaup7c57cvp23250,2012,BMW,1 Series,128i,Coupe,automatic,ca,35.0,6663.0,black,black,financial services remarketing (lease),22400.0,21750.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
5uxfg2c54cl782121,2012,BMW,X6,xDrive35i,SUV,automatic,pa,47.0,47032.0,silver,burgundy,adcock brothers inc,36400.0,37500.0,Fri Mar 06 2015 01:00:00 GMT-0800 (PST)
5uxzw0c52cl667781,2012,BMW,X5,xDrive35d,SUV,automatic,fl,27.0,54660.0,black,black,tdaf remarketing,31200.0,30000.0,Tue Mar 10 2015 02:00:00 GMT-0700 (PDT)
wba3c1c51cf430524,2012,BMW,3 Series,328i,Sedan,automatic,ca,44.0,35216.0,white,black,financial services remarketing (lease),23400.0,24250.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbaup9c56cvf46558,2012,BMW,1 Series,128i,Coupe,manual,pa,43.0,43048.0,gray,black,carriage traders,17150.0,17400.0,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
wbauc9c55cvm11810,2012,BMW,1 Series,135i,Coupe,automatic,ca,24.0,54489.0,black,black,financial services remarketing (lease),22700.0,21750.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
wbaup9c52cvl91178,2012,BMW,1 Series,128i,Coupe,automatic,ca,46.0,25056.0,black,black,financial services remarketing (lease),19250.0,19000.0,Tue Jul 07 2015 09:30:00 GMT-0700 (PDT)
wbaup9c52cvl91374,2012,BMW,1 Series,128i,Coupe,automatic,ca,35.0,32195.0,white,gray,financial services remarketing (lease),18750.0,18900.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
5uxzv4c55cl752818,2012,BMW,X5,xDrive35i Premium,SUV,automatic,oh,4.0,52090.0,black,black,financial services remarketing (lease),32100.0,32000.0,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
5uxzv4c56cl750558,2012,BMW,X5,xDrive35i Premium,SUV,,pa,21.0,55263.0,gray,black,financial services remarketing (lease),31400.0,29000.0,Thu Jan 22 2015 01:00:00 GMT-0800 (PST)
5uxfg8c53cl590112,2012,BMW,X6,xDrive50i,SUV,automatic,oh,41.0,48612.0,gray,black,financial services remarketing (lease),38000.0,40000.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
5uxfg2c57cl781206,2012,BMW,X6,xDrive35i,SUV,automatic,oh,39.0,35169.0,black,gray,financial services remarketing (lease),40500.0,39000.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
5uxzv4c50cl762141,2012,BMW,X5,xDrive35i Premium,SUV,automatic,nv,42.0,42028.0,black,beige,financial services remarketing (lease),33900.0,32750.0,Thu Feb 19 2015 14:30:00 GMT-0800 (PST)
5uxzv4c51cl763699,2012,BMW,X5,xDrive35i Premium,SUV,automatic,oh,44.0,45546.0,white,brown,financial services remarketing (lease),35600.0,35250.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
5uxzv4c58cl764106,2012,BMW,X5,xDrive35i Premium,SUV,,pa,25.0,45727.0,brown,brown,financial services remarketing (lease),36700.0,31500.0,Thu Jan 22 2015 01:00:00 GMT-0800 (PST)
5uxzv4c54cl764989,2012,BMW,X5,xDrive35i Premium,SUV,automatic,oh,41.0,67929.0,black,black,financial services remarketing (lease),30500.0,30000.0,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
5uxzv8c53cl425101,2012,BMW,X5,xDrive50i,SUV,automatic,oh,41.0,25786.0,black,brown,financial services remarketing (lease),40700.0,38750.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
5uxzv4c5xcl763460,2012,BMW,X5,xDrive35i Premium,SUV,automatic,oh,41.0,42791.0,white,black,financial services remarketing (lease),36100.0,35700.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
5uxzv4c55cl755671,2012,BMW,X5,xDrive35i Premium,SUV,automatic,wa,44.0,26750.0,gray,black,financial services remarketing (lease),36900.0,42750.0,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
wbalm7c53ce384765,2012,BMW,Z4,sDrive35i,Convertible,automatic,nv,41.0,25190.0,white,—,financial services remarketing - pickup,35500.0,36750.0,Thu Jan 22 2015 06:30:00 GMT-0800 (PST)
5uxzw0c54cl666311,2012,BMW,X5,xDrive35d,SUV,,pa,45.0,57151.0,black,brown,r hollenshead auto sales inc,33500.0,31600.0,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
5uxzv4c50cl763967,2012,BMW,X5,xDrive35i Premium,SUV,automatic,oh,42.0,50541.0,black,black,financial services remarketing (lease),32400.0,32000.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
5uxfg8c54cl590684,2012,BMW,X6,xDrive50i,SUV,automatic,wa,49.0,43231.0,black,black,financial services remarketing (lease),39200.0,42000.0,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
5uxzv4c51cl765288,2012,BMW,X5,xDrive35i Premium,SUV,automatic,oh,43.0,32149.0,white,beige,financial services remarketing (lease),35500.0,37750.0,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
5uxzv8c54cl424667,2012,BMW,X5,xDrive50i,SUV,automatic,oh,41.0,29549.0,black,black,financial services remarketing (lease),39700.0,44500.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
5uxzw0c5xcl665292,2012,BMW,X5,xDrive35d,SUV,automatic,ca,36.0,36503.0,black,black,l m auto wholesale,37300.0,37000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
5uxzv4c56cl750673,2012,BMW,X5,xDrive35i Premium,SUV,automatic,oh,45.0,19687.0,black,black,financial services remarketing (lease),39700.0,38900.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
5uxzv4c54cl767374,2012,BMW,X5,xDrive35i Premium,SUV,automatic,oh,37.0,47990.0,gray,brown,financial services remarketing (lease),32800.0,30000.0,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
5uxzv8c55cl426024,2012,BMW,X5,xDrive50i,SUV,automatic,oh,42.0,22145.0,gray,black,financial services remarketing (lease),41700.0,36000.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
5uxfg8c59cl590728,2012,BMW,X6,xDrive50i,SUV,automatic,oh,44.0,24845.0,white,brown,financial services remarketing (lease),43900.0,46750.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
5uxfg8c57cl590517,2012,BMW,X6,xDrive50i,SUV,automatic,oh,37.0,59995.0,black,brown,financial services remarketing (lease),36400.0,38500.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
5uxzw0c56cl666021,2012,BMW,X5,xDrive35d,SUV,automatic,oh,43.0,50123.0,blue,brown,financial services remarketing (lease),34300.0,31000.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
5uxfg2c53cl781395,2012,BMW,X6,xDrive35i,SUV,automatic,oh,41.0,33469.0,red,beige,financial services remarketing (lease),40700.0,37900.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
5uxzv8c5xcl425256,2012,BMW,X5,xDrive50i,SUV,automatic,oh,43.0,46695.0,black,black,financial services remarketing (lease),35200.0,35750.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
wbafr7c50cc810907,2012,BMW,5 Series,535i,Sedan,automatic,nv,47.0,44465.0,white,black,financial services remarketing - pickup,32700.0,40250.0,Thu Jan 22 2015 06:30:00 GMT-0800 (PST)
wbafu7c50cdu58534,2012,BMW,5 Series,535i xDrive,Sedan,,oh,42.0,44852.0,brown,gray,financial services remarketing (lease),32000.0,31000.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
5uxwx5c53cl722140,2012,BMW,X3,xDrive28i,SUV,automatic,oh,34.0,28002.0,black,black,financial services remarketing (lease),28000.0,28000.0,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
wbalz3c50cc397348,2012,BMW,6 Series,650i,Convertible,automatic,wa,48.0,18982.0,silver,—,financial services remarketing (lease),49500.0,49000.0,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
5uxzv4c59cl763692,2012,BMW,X5,xDrive35i Premium,SUV,automatic,oh,38.0,30856.0,black,brown,financial services remarketing (lease),37900.0,37250.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
wbafu7c53cdu57118,2012,BMW,5 Series,535i xDrive,Sedan,automatic,oh,43.0,33121.0,gray,black,financial services remarketing (lease),34200.0,35500.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
wbalx3c59cc528430,2012,BMW,6 Series,650i,Coupe,automatic,nv,44.0,19965.0,black,—,financial services remarketing - pickup,45200.0,46750.0,Thu Jan 22 2015 06:30:00 GMT-0800 (PST)
5uxzw0c58cl669289,2012,BMW,X5,xDrive35d,SUV,,pa,43.0,40709.0,gray,black,merrick preowned,36100.0,35000.0,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
5uxzv4c5xcl763488,2012,BMW,X5,xDrive35i Premium,SUV,automatic,oh,42.0,35632.0,black,brown,financial services remarketing (lease),37200.0,36400.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
5uxzw0c5xcl669326,2012,BMW,X5,xDrive35d,SUV,automatic,ca,4.0,64919.0,black,black,swo,31500.0,30300.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
5uxzv4c55cl767013,2012,BMW,X5,xDrive35i Premium,SUV,automatic,oh,4.0,28152.0,black,black,financial services remarketing (lease),36100.0,35000.0,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
5uxfg2c57cl781416,2012,BMW,X6,xDrive35i,SUV,automatic,wa,42.0,32113.0,red,gray,financial services remarketing (lease),40800.0,40000.0,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
5uxzw0c56cl668187,2012,BMW,X5,xDrive35d,SUV,,pa,37.0,57231.0,white,black,financial services remarketing (lease),30700.0,31500.0,Fri Feb 20 2015 09:00:00 GMT-0800 (PST)
wbafu9c58cc787838,2012,BMW,5 Series,550i xDrive,Sedan,automatic,oh,43.0,30459.0,gray,tan,financial services remarketing (lease),42200.0,41750.0,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
wbakb4c52cc576450,2012,BMW,7 Series,740Li,Sedan,automatic,nv,38.0,45023.0,black,black,financial services remarketing - pickup,36900.0,37300.0,Thu Jan 22 2015 06:30:00 GMT-0800 (PST)
wbafu7c56cdu56738,2012,BMW,5 Series,535i xDrive,Sedan,automatic,nv,38.0,24157.0,black,black,financial services remarketing - pickup,35300.0,37500.0,Thu Jan 22 2015 06:30:00 GMT-0800 (PST)
5uxwx5c53cl721702,2012,BMW,X3,xDrive28i,SUV,automatic,ca,33.0,43101.0,black,black,l m auto wholesale,25500.0,22500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
5uxzv4c54cl988067,2012,BMW,X5,xDrive35i Premium,SUV,automatic,oh,4.0,26537.0,black,gray,financial services remarketing (lease),38600.0,39000.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
5uxwx5c55cl719000,2012,BMW,X3,xDrive28i,SUV,,oh,42.0,74189.0,white,black,financial services remarketing (lease),22500.0,21500.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
wbafu7c58cdu58748,2012,BMW,5 Series,535i xDrive,Sedan,automatic,oh,4.0,50706.0,black,tan,financial services remarketing (lease),31300.0,29750.0,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
5uxzv4c58cl767670,2012,BMW,X5,xDrive35i Premium,SUV,automatic,nv,39.0,32550.0,blue,beige,shelly bmw,35700.0,34500.0,Fri Feb 13 2015 03:45:00 GMT-0800 (PST)
wbafu7c56cdu57274,2012,BMW,5 Series,535i xDrive,Sedan,automatic,oh,39.0,48234.0,black,black,financial services remarketing (lease),31100.0,33000.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
wbalx5c58cc894052,2012,BMW,6 Series,650i xDrive,Coupe,automatic,oh,42.0,51511.0,red,—,financial services remarketing (lease),41500.0,39250.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
wbafu7c53cdu58849,2012,BMW,5 Series,535i xDrive,Sedan,,pa,23.0,24963.0,black,black,financial services remarketing (lease),35200.0,31000.0,Thu Jan 22 2015 01:00:00 GMT-0800 (PST)
wbalz3c56cdl72576,2012,BMW,6 Series,650i,Convertible,automatic,nv,41.0,38896.0,gray,red,financial services remarketing (lease),42200.0,43300.0,Thu Feb 19 2015 14:00:00 GMT-0800 (PST)
wbskg9c51ce798010,2012,BMW,M3,Base,Coupe,automatic,nv,43.0,33807.0,black,brown,financial services remarketing (lease),43900.0,38000.0,Thu Jan 22 2015 06:30:00 GMT-0800 (PST)
5uxwx5c51cl721150,2012,BMW,X3,xDrive28i,SUV,automatic,nv,46.0,23150.0,gray,black,financial services remarketing - pickup,28500.0,29750.0,Thu Jan 22 2015 06:30:00 GMT-0800 (PST)
5uxwx5c58cl722408,2012,BMW,X3,xDrive28i,SUV,automatic,oh,43.0,32293.0,gray,black,financial services remarketing (lease),27300.0,28500.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
wbafu7c59cdu59424,2012,BMW,5 Series,535i xDrive,Sedan,automatic,oh,36.0,18232.0,blue,beige,financial services remarketing (lease),37200.0,35000.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
5uxwx5c53cl720632,2012,BMW,X3,xDrive28i,SUV,automatic,ca,39.0,25438.0,white,black,phillips auto brokerage,28000.0,29000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
5uxwx5c50cl726811,2012,BMW,X3,xDrive28i,SUV,automatic,nv,42.0,53520.0,black,gray,financial services remarketing - pickup,24500.0,25000.0,Thu Jan 22 2015 06:30:00 GMT-0800 (PST)
wbafu7c52cdu56882,2012,BMW,5 Series,535i xDrive,Sedan,automatic,nv,34.0,48445.0,blue,beige,financial services remarketing (lease),30800.0,27900.0,Thu Jan 22 2015 06:30:00 GMT-0800 (PST)
5uxwx7c52cl737529,2012,BMW,X3,xDrive35i,SUV,automatic,oh,42.0,40897.0,gray,beige,financial services remarketing (lease),29300.0,27250.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
wbasp2c56cc338669,2012,BMW,5 Series Gran Turismo,535i xDrive,Hatchback,automatic,oh,37.0,28147.0,white,tan,financial services remarketing (lease),33700.0,34750.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
wbafu7c5xcdu61506,2012,BMW,5 Series,535i xDrive,Sedan,automatic,nv,4.0,30841.0,black,black,financial services remarketing (lease),34100.0,34750.0,Thu Jan 22 2015 06:30:00 GMT-0800 (PST)
5uxwx5c57cl721055,2012,BMW,X3,xDrive28i,SUV,automatic,oh,43.0,46584.0,white,red,financial services remarketing (lease),25300.0,25750.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
wbafu7c53cdu61394,2012,BMW,5 Series,535i xDrive,Sedan,automatic,oh,45.0,13627.0,black,gray,financial services remarketing (lease),37700.0,38625.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
wba3a5c57cf348553,2012,BMW,3 Series,328i,Sedan,automatic,nv,45.0,29339.0,black,black,financial services remarketing (repos),23900.0,25500.0,Thu Jan 22 2015 06:30:00 GMT-0800 (PST)
wbakf5c59ce656939,2012,BMW,3 Series,328i xDrive,Coupe,automatic,oh,44.0,19500.0,gray,red,financial services remarketing (lease),24200.0,24000.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
wbaxh5c55cdw07002,2012,BMW,5 Series,528i xDrive,Sedan,automatic,oh,4.0,17726.0,gray,brown,financial services remarketing (lease),32500.0,29250.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
wbadw3c55ce822046,2012,BMW,3 Series,328i,Convertible,automatic,oh,35.0,46114.0,black,gray,financial services remarketing (lease),25400.0,25000.0,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
wbaxg5c56cc594124,2012,BMW,5 Series,528i,Sedan,automatic,nv,48.0,22955.0,black,beige,financial services remarketing - pickup,31600.0,32500.0,Thu Jan 22 2015 06:30:00 GMT-0800 (PST)
wbalz3c58cdl70988,2012,BMW,6 Series,650i,Convertible,,oh,39.0,32643.0,black,black,financial services remarketing (lease),45700.0,45500.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
